group,catalyst_description,temperature_c,X_EtOH_pct,S_ethylene_pct,S_C4_pct,S_acetaldehyde_pct,S_C4_12_fatty_alcohol_pct,S_methyl_benzaldehyde_alcohol_pct,S_other_pct,co_loading_wt_pct,co_sio2_mass_mg,hap_mass_mg,quartz_sand_mass_mg,total_catalyst_mg,ratio_key,rho,ethanol_feed_ml_min,packing_mode,packing_mode_label,is_a11_special,selectivity_total_pct,selectivity_balance_error_pct_point
B3,10mg 1wt%Co/SiO2- 10mg HAP-乙醇浓度1.68ml/min,400,21.10013031,3.79000000,21.21000000,19.72000000,39.51000000,4.88000000,10.89000000,1.00000000,10.00000000,10.00000000,0.00000000,20.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,-0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,250,0.54398371,0.10000000,6.62000000,6.91000000,82.18000000,4.19000000,0.00000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,275,1.11315663,0.32000000,6.62000000,2.93000000,83.06000000,1.93000000,5.14000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,300,3.01498498,0.31000000,5.05000000,8.47000000,78.11000000,4.04000000,4.02000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,325,6.05517769,0.69000000,8.33000000,12.29000000,70.48000000,3.89000000,4.32000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,350,9.64336127,0.76000000,13.10000000,14.26000000,59.75000000,3.89000000,8.24000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B4,25mg 1wt%Co/SiO2- 25mg HAP-乙醇浓度1.68ml/min,400,33.48959553,2.68000000,21.45000000,15.15000000,43.12000000,5.21000000,12.39000000,1.00000000,25.00000000,25.00000000,0.00000000,50.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,250,2.12124689,0.18000000,4.30000000,3.98000000,84.81000000,4.76000000,1.97000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,275,3.83357052,0.35000000,5.06000000,7.67000000,78.13000000,4.22000000,4.57000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,300,5.81212037,0.47000000,7.92000000,14.04000000,66.89000000,4.41000000,6.27000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,-0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,325,9.78428497,0.77000000,11.69000000,14.62000000,59.29000000,5.28000000,8.35000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,350,15.86326129,1.57000000,15.34000000,15.03000000,53.41000000,4.14000000,10.51000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,0.00000000
B5,50mg 1wt%Co/SiO2- 50mg HAP-乙醇浓度2.1ml/min,400,44.98188155,3.93000000,25.83000000,13.82000000,36.87000000,6.16000000,13.39000000,1.00000000,50.00000000,50.00000000,0.00000000,100.00000000,1:1,1.00000000,2.10000000,1,II,False,100.00000000,-0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,250,2.76816948,0.23000000,4.50000000,1.97000000,85.16000000,4.87000000,3.27000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,275,7.51025283,0.15000000,4.79000000,2.16000000,86.83000000,3.82000000,2.25000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,-0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,300,12.61923752,0.50000000,8.77000000,4.81000000,74.90000000,5.05000000,5.97000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,325,15.85896413,1.04000000,16.06000000,7.44000000,57.98000000,6.75000000,10.73000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,350,27.03096321,0.99000000,22.41000000,9.95000000,48.26000000,4.44000000,13.95000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,-0.00000000
B6,75mg 1wt%Co/SiO2- 75mg HAP-乙醇浓度1.68ml/min,400,63.24523824,4.11000000,30.48000000,11.12000000,34.90000000,4.71000000,14.68000000,1.00000000,75.00000000,75.00000000,0.00000000,150.00000000,1:1,1.00000000,1.68000000,1,II,False,100.00000000,0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,250,4.40000000,0.13000000,4.08000000,2.04000000,86.01000000,4.79000000,2.95000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,275,7.90000000,0.15000000,6.62000000,3.49000000,79.79000000,5.67000000,4.28000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,300,11.70000000,0.20000000,12.86000000,6.47000000,68.02000000,6.71000000,5.74000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,-0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,325,17.80000000,1.42000000,18.45000000,7.94000000,59.12000000,7.14000000,5.93000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,350,30.20000000,1.53000000,25.05000000,10.30000000,49.36000000,6.30000000,7.46000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,0.00000000
B7,100mg 1wt%Co/SiO2- 100mg HAP-乙醇浓度0.9ml/min,400,69.40000000,2.51000000,38.17000000,13.96000000,26.64000000,4.71000000,14.01000000,1.00000000,100.00000000,100.00000000,0.00000000,200.00000000,1:1,1.00000000,0.90000000,1,II,False,100.00000000,0.00000000
